Dest,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalFlights,Year,Month,"(-inf, 0.0]","(0.0, 60.0]","(60.0, 120.0]","(120.0, 180.0]","(180.0, 240.0]","(240.0, 300.0]","(300.0, inf]"
LCH,-415.0,1.0,0.0,450.0,43.0,169.0,0.0,187.0,144,2016,9,116.0,23.0,2.0,1.0,,1.0,
LNK,-535.0,2.0,6.0,597.0,84.0,230.0,0.0,138.0,226,2016,9,159.0,54.0,4.0,1.0,,,
LRD,803.0,1.0,0.0,1885.0,19.0,108.0,0.0,319.0,186,2016,9,137.0,42.0,,3.0,,1.0,2.0
MAF,-595.0,3.0,0.0,943.0,64.0,413.0,0.0,1017.0,460,2016,9,341.0,105.0,8.0,2.0,1.0,,
MEI,265.0,0.0,0.0,436.0,0.0,92.0,0.0,234.0,82,2016,9,56.0,23.0,2.0,,,1.0,
MLI,589.0,0.0,0.0,790.0,365.0,71.0,0.0,300.0,145,2016,9,105.0,31.0,5.0,3.0,,1.0,
MLU,1162.0,1.0,0.0,2052.0,31.0,408.0,0.0,404.0,262,2016,9,172.0,79.0,7.0,1.0,,,2.0
PIB,-61.0,0.0,0.0,117.0,0.0,40.0,0.0,257.0,52,2016,9,38.0,12.0,2.0,,,,
ROW,418.0,0.0,0.0,367.0,0.0,13.0,0.0,276.0,56,2016,9,35.0,15.0,5.0,,1.0,,
SAF,587.0,1.0,0.0,507.0,0.0,279.0,0.0,459.0,107,2016,9,69.0,28.0,8.0,1.0,,,
SPI,-447.0,0.0,0.0,230.0,0.0,64.0,0.0,373.0,145,2016,9,103.0,38.0,4.0,,,,
SPS,332.0,3.0,1.0,928.0,0.0,4.0,0.0,134.0,85,2016,9,58.0,21.0,1.0,,,,1.0
TXK,383.0,0.0,0.0,269.0,0.0,105.0,0.0,376.0,57,2016,9,33.0,20.0,3.0,,1.0,,
FWA,736.0,1.0,0.0,1636.0,144.0,520.0,0.0,606.0,352,2016,9,244.0,98.0,5.0,2.0,1.0,,1.0
MTJ,-44.0,0.0,1.0,481.0,0.0,90.0,0.0,183.0,104,2016,9,75.0,24.0,2.0,1.0,1.0,,
PIA,-427.0,1.0,0.0,480.0,0.0,286.0,0.0,359.0,210,2016,9,151.0,53.0,4.0,,1.0,,
SCE,142.0,0.0,0.0,260.0,0.0,32.0,0.0,391.0,57,2016,9,37.0,17.0,1.0,1.0,1.0,,
ABI,202.0,0.0,0.0,144.0,0.0,42.0,0.0,137.0,26,2016,9,16.0,8.0,1.0,1.0,,,
CSG,495.0,1.0,1.0,339.0,0.0,34.0,0.0,410.0,99,2016,9,54.0,39.0,3.0,1.0,,,
DHN,1032.0,0.0,0.0,920.0,0.0,147.0,0.0,628.0,112,2016,9,76.0,26.0,5.0,4.0,1.0,,
DRO,-416.0,0.0,0.0,96.0,0.0,173.0,0.0,268.0,164,2016,9,113.0,47.0,3.0,1.0,,,
GTR,1062.0,0.0,0.0,747.0,0.0,44.0,0.0,702.0,84,2016,9,50.0,26.0,4.0,3.0,,1.0,
JLN,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2016,9,1.0,1.0,,,,,
BQK,595.0,1.0,0.0,568.0,0.0,94.0,0.0,522.0,83,2016,9,56.0,18.0,6.0,1.0,1.0,,
CWA,-63.0,1.0,0.0,29.0,86.0,70.0,0.0,219.0,58,2016,9,42.0,12.0,1.0,2.0,,,
ELM,-721.0,0.0,0.0,320.0,0.0,23.0,0.0,463.0,145,2016,9,120.0,19.0,4.0,2.0,,,
MBS,-40.0,4.0,0.0,444.0,0.0,100.0,0.0,309.0,139,2016,9,98.0,33.0,3.0,,1.0,,
VLD,-205.0,0.0,0.0,346.0,0.0,18.0,0.0,173.0,85,2016,9,66.0,16.0,3.0,,,,
ABY,57.0,0.0,0.0,276.0,0.0,22.0,0.0,322.0,84,2016,9,59.0,22.0,1.0,2.0,,,
EWN,967.0,0.0,0.0,1037.0,0.0,4.0,0.0,247.0,57,2016,9,39.0,14.0,2.0,1.0,,,1.0
RST,227.0,1.0,1.0,681.0,8.0,87.0,0.0,218.0,114,2016,9,79.0,29.0,2.0,1.0,1.0,,
TTN,1398.0,1.0,0.0,222.0,23.0,541.0,0.0,2310.0,178,2016,9,111.0,55.0,3.0,1.0,3.0,1.0,3.0
UST,152.0,0.0,1.0,60.0,0.0,123.0,0.0,219.0,29,2016,9,18.0,7.0,2.0,1.0,,,
EUG,-1966.0,0.0,0.0,275.0,0.0,143.0,0.0,440.0,281,2016,9,223.0,53.0,4.0,1.0,,,
ABR,-50.0,1.0,0.0,185.0,0.0,42.0,0.0,182.0,60,2016,9,46.0,9.0,3.0,1.0,,,
ACV,-67.0,2.0,1.0,357.0,448.0,93.0,0.0,241.0,120,2016,9,91.0,19.0,3.0,4.0,,,
APN,363.0,0.0,0.0,927.0,0.0,13.0,0.0,118.0,52,2016,9,41.0,9.0,1.0,,,,1.0
ASE,318.0,1.0,2.0,739.0,48.0,218.0,0.0,957.0,269,2016,9,186.0,70.0,5.0,2.0,3.0,,
BFL,382.0,0.0,1.0,946.0,0.0,47.0,132.0,939.0,223,2016,9,158.0,51.0,9.0,2.0,1.0,1.0,
BGM,-6.0,0.0,0.0,1.0,0.0,101.0,0.0,58.0,56,2016,9,35.0,21.0,,,,,
BJI,372.0,0.0,0.0,267.0,794.0,51.0,0.0,0.0,60,2016,9,52.0,5.0,,1.0,1.0,,1.0
BRD,-246.0,0.0,1.0,181.0,2.0,86.0,0.0,139.0,52,2016,9,47.0,2.0,1.0,,,1.0,
BTM,-844.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,56,2016,9,54.0,2.0,,,,,
CDC,333.0,0.0,0.0,0.0,289.0,43.0,0.0,52.0,52,2016,9,27.0,24.0,,,,1.0,
CIU,-426.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,55,2016,9,47.0,7.0,,,,,
COD,-1394.0,1.0,1.0,0.0,20.0,16.0,0.0,0.0,106,2016,9,96.0,8.0,,,,,
CPR,-643.0,0.0,0.0,77.0,0.0,19.0,0.0,15.0,111,2016,9,80.0,31.0,,,,,
DLH,737.0,5.0,3.0,172.0,1737.0,197.0,0.0,380.0,174,2016,9,133.0,26.0,2.0,1.0,,1.0,3.0
EKO,-640.0,0.0,0.0,0.0,0.0,14.0,0.0,69.0,55,2016,9,38.0,16.0,1.0,,,,
ESC,-13.0,0.0,0.0,343.0,0.0,11.0,0.0,82.0,52,2016,9,40.0,9.0,3.0,,,,
FLG,-783.0,1.0,1.0,233.0,0.0,75.0,0.0,187.0,148,2016,9,116.0,28.0,1.0,1.0,,,
GCC,-1007.0,0.0,0.0,58.0,0.0,0.0,0.0,18.0,86,2016,9,78.0,8.0,,,,,
GJT,-1604.0,1.0,0.0,247.0,0.0,68.0,0.0,151.0,225,2016,9,178.0,43.0,3.0,,,,
GTF,-643.0,0.0,0.0,184.0,72.0,127.0,0.0,19.0,147,2016,9,109.0,36.0,1.0,1.0,,,
HDN,-241.0,0.0,0.0,67.0,0.0,47.0,0.0,16.0,60,2016,9,47.0,13.0,,,,,
HIB,-39.0,0.0,0.0,23.0,451.0,158.0,0.0,85.0,82,2016,9,64.0,14.0,1.0,3.0,,,
HLN,-363.0,0.0,0.0,202.0,27.0,167.0,0.0,339.0,144,2016,9,109.0,31.0,3.0,1.0,,,
IDA,-1257.0,0.0,0.0,68.0,0.0,53.0,0.0,255.0,201,2016,9,163.0,36.0,2.0,,,,
IMT,-573.0,0.0,1.0,181.0,0.0,0.0,0.0,182.0,56,2016,9,45.0,8.0,,2.0,,,
INL,-317.0,0.0,0.0,0.0,0.0,57.0,0.0,128.0,52,2016,9,39.0,12.0,1.0,,,,
ISN,-431.0,0.0,0.0,797.0,44.0,111.0,0.0,286.0,140,2016,9,114.0,21.0,3.0,1.0,,,1.0
ISP,190.0,0.0,0.0,522.0,90.0,289.0,0.0,1545.0,352,2016,9,248.0,94.0,8.0,1.0,,1.0,
ITH,-320.0,0.0,0.0,65.0,0.0,12.0,0.0,124.0,86,2016,9,69.0,14.0,3.0,,,,
LSE,-64.0,1.0,0.0,39.0,0.0,130.0,0.0,48.0,83,2016,9,53.0,29.0,,,,,
LWS,-246.0,0.0,1.0,114.0,0.0,23.0,0.0,0.0,59,2016,9,45.0,13.0,,,,,
MFR,-482.0,0.0,0.0,520.0,0.0,299.0,0.0,651.0,266,2016,9,192.0,67.0,5.0,2.0,,,
MQT,126.0,0.0,1.0,315.0,16.0,20.0,0.0,23.0,55,2016,9,37.0,15.0,1.0,1.0,,,
MRY,422.0,15.0,7.0,249.0,133.0,114.0,0.0,1066.0,198,2016,9,124.0,41.0,8.0,3.0,,,
OTH,68.0,0.0,0.0,0.0,0.0,64.0,0.0,200.0,37,2016,9,22.0,12.0,3.0,,,,
PIH,-693.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,80,2016,9,56.0,24.0,,,,,
PLN,-545.0,0.0,0.0,441.0,0.0,0.0,0.0,72.0,86,2016,9,77.0,8.0,,,,,1.0
RDD,-523.0,0.0,0.0,73.0,0.0,44.0,0.0,182.0,85,2016,9,68.0,17.0,,,,,
RDM,-734.0,0.0,0.0,208.0,0.0,321.0,0.0,578.0,268,2016,9,199.0,63.0,6.0,,,,
RHI,-600.0,0.0,0.0,93.0,61.0,238.0,0.0,61.0,86,2016,9,70.0,14.0,1.0,1.0,,,
SBA,-64.0,1.0,3.0,1233.0,121.0,680.0,0.0,1808.0,517,2016,9,363.0,133.0,13.0,1.0,1.0,1.0,1.0
SBP,-565.0,0.0,2.0,627.0,135.0,236.0,0.0,444.0,257,2016,9,195.0,54.0,5.0,,,1.0,
SGU,-355.0,0.0,0.0,131.0,0.0,48.0,0.0,169.0,173,2016,9,116.0,56.0,1.0,,,,
SMX,269.0,3.0,0.0,78.0,0.0,214.0,0.0,408.0,60,2016,9,37.0,15.0,4.0,1.0,,,
SUN,-543.0,2.0,1.0,221.0,0.0,31.0,0.0,158.0,107,2016,9,86.0,16.0,,2.0,,,
TWF,-599.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,83,2016,9,65.0,18.0,,,,,
WYS,118.0,0.0,0.0,7.0,0.0,75.0,0.0,0.0,52,2016,9,18.0,34.0,,,,,
YUM,-761.0,0.0,1.0,268.0,0.0,67.0,0.0,283.0,154,2016,9,124.0,26.0,2.0,1.0,,,
GUM,132.0,0.0,0.0,98.0,0.0,75.0,0.0,122.0,30,2016,9,19.0,10.0,1.0,,,,
ITO,-825.0,0.0,0.0,340.0,20.0,118.0,0.0,358.0,496,2016,9,347.0,149.0,,,,,
ACY,1278.0,2.0,0.0,365.0,0.0,2666.0,0.0,170.0,261,2016,9,188.0,51.0,13.0,2.0,4.0,1.0,
PBG,-176.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,23,2016,9,21.0,2.0,,,,,
PPG,-14.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,9,2016,9,5.0,4.0,,,,,
IAG,-237.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,23,2016,9,19.0,4.0,,,,,
LBE,-9.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,70,2016,9,51.0,15.0,2.0,1.0,1.0,,
CMX,-201.0,1.0,0.0,60.0,0.0,19.0,0.0,165.0,60,2016,9,47.0,11.0,1.0,,,,
DVL,-807.0,2.0,0.0,0.0,0.0,11.0,0.0,51.0,52,2016,9,47.0,3.0,,,,,
EAU,-558.0,1.0,0.0,21.0,0.0,47.0,0.0,188.0,56,2016,9,48.0,6.0,,,1.0,,
GFK,-516.0,0.0,0.0,3.0,0.0,0.0,0.0,131.0,83,2016,9,69.0,13.0,,1.0,,,
GUC,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2016,9,2.0,1.0,,,,,
HYS,-221.0,1.0,0.0,79.0,0.0,2.0,0.0,118.0,52,2016,9,40.0,9.0,2.0,,,,
JMS,-796.0,1.0,2.0,0.0,0.0,0.0,0.0,64.0,82,2016,9,66.0,12.0,1.0,,,,
LAR,-863.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,52,2016,9,50.0,2.0,,,,,
MKG,-188.0,1.0,0.0,72.0,67.0,42.0,0.0,0.0,56,2016,9,39.0,15.0,1.0,,,,
MOT,-406.0,0.0,0.0,27.0,0.0,35.0,0.0,0.0,60,2016,9,46.0,14.0,,,,,
PAH,-613.0,1.0,0.0,27.0,0.0,3.0,0.0,69.0,56,2016,9,49.0,5.0,1.0,,,,
RKS,-726.0,0.0,0.0,98.0,0.0,0.0,0.0,2.0,56,2016,9,52.0,3.0,1.0,,,,
ANC,-570.0,12.0,1.0,2846.0,235.0,2326.0,139.0,4067.0,1431,2014,9,906.0,471.0,27.0,10.0,1.0,1.0,2.0
ATL,170778.0,136.0,72.0,97075.0,5946.0,94125.0,153.0,115114.0,30198,2014,9,17880.0,10631.0,1002.0,275.0,105.0,42.0,55.0
AUS,12909.0,19.0,6.0,11075.0,491.0,4592.0,8.0,13460.0,3607,2014,9,2239.0,1206.0,93.0,31.0,10.0,2.0,1.0
BNA,15682.0,59.0,4.0,11289.0,1358.0,7271.0,87.0,16759.0,4612,2014,9,2832.0,1562.0,103.0,29.0,13.0,9.0,1.0
BOS,-7802.0,69.0,9.0,21575.0,1963.0,20527.0,83.0,23943.0,9105,2014,9,6389.0,2276.0,264.0,62.0,25.0,5.0,6.0
BWI,19525.0,44.0,25.0,17531.0,1833.0,11334.0,107.0,29454.0,7283,2014,9,4625.0,2297.0,203.0,54.0,23.0,8.0,4.0
CLT,13793.0,61.0,6.0,22644.0,2208.0,21010.0,67.0,17299.0,9150,2014,9,5851.0,2946.0,200.0,49.0,19.0,11.0,7.0
CMH,11760.0,60.0,4.0,6707.0,609.0,5429.0,46.0,8856.0,2201,2014,9,1265.0,775.0,66.0,20.0,9.0,2.0,
DCA,5602.0,82.0,15.0,14637.0,1531.0,14548.0,30.0,14361.0,5991,2014,9,3922.0,1761.0,151.0,41.0,5.0,7.0,7.0
DEN,52791.0,111.0,40.0,45090.0,5142.0,42034.0,367.0,73048.0,18907,2014,9,12249.0,5682.0,527.0,174.0,65.0,25.0,34.0
DFW,144670.0,195.0,28.0,73034.0,6073.0,56119.0,181.0,118599.0,23023,2014,9,13493.0,8130.0,788.0,226.0,69.0,32.0,62.0
DTW,-5617.0,87.0,42.0,24729.0,1557.0,12080.0,183.0,21244.0,8939,2014,9,6190.0,2329.0,189.0,51.0,26.0,10.0,15.0
ELP,7930.0,14.0,4.0,4587.0,95.0,1727.0,100.0,6547.0,1500,2014,9,867.0,558.0,37.0,14.0,6.0,,
EWR,25219.0,107.0,10.0,22091.0,2274.0,40012.0,22.0,32558.0,8640,2014,9,5482.0,2557.0,321.0,102.0,39.0,12.0,10.0
HNL,8666.0,7.0,4.0,14014.0,174.0,4830.0,0.0,5466.0,3730,2014,9,2492.0,1123.0,56.0,26.0,5.0,9.0,8.0
HOU,14215.0,31.0,27.0,9860.0,2764.0,8655.0,39.0,19064.0,4737,2014,9,3028.0,1449.0,146.0,40.0,15.0,1.0,
IAD,23568.0,46.0,16.0,11599.0,2279.0,13713.0,8.0,24657.0,4857,2014,9,3000.0,1533.0,164.0,50.0,23.0,12.0,13.0
IAH,71818.0,201.0,70.0,32016.0,5842.0,57964.0,0.0,52934.0,13506,2014,9,8314.0,4164.0,421.0,190.0,80.0,39.0,27.0
ICT,5931.0,23.0,3.0,3139.0,47.0,2128.0,0.0,2952.0,774,2014,9,417.0,289.0,23.0,15.0,3.0,1.0,
IND,9520.0,39.0,3.0,6001.0,702.0,4669.0,0.0,9476.0,2184,2014,9,1357.0,689.0,59.0,25.0,9.0,2.0,1.0
JAX,6257.0,8.0,2.0,5238.0,443.0,3111.0,0.0,4471.0,1736,2014,9,1043.0,624.0,47.0,9.0,2.0,1.0,
JFK,18191.0,43.0,9.0,22625.0,2061.0,34173.0,248.0,20467.0,8283,2014,9,5330.0,2519.0,267.0,60.0,32.0,13.0,10.0
KOA,126.0,1.0,1.0,1657.0,0.0,764.0,0.0,814.0,840,2014,9,572.0,254.0,10.0,,1.0,1.0,
LAS,37792.0,56.0,22.0,27891.0,6071.0,22190.0,165.0,37913.0,11225,2014,9,7157.0,3508.0,318.0,104.0,38.0,15.0,7.0
LAX,30467.0,133.0,9.0,43713.0,2937.0,26360.0,221.0,62150.0,17585,2014,9,11127.0,5715.0,390.0,133.0,37.0,16.0,25.0
LBB,3209.0,6.0,3.0,1830.0,192.0,828.0,0.0,2108.0,547,2014,9,328.0,189.0,11.0,9.0,1.0,,
LGA,4830.0,124.0,13.0,21383.0,2140.0,23878.0,14.0,21578.0,8551,2014,9,5629.0,2454.0,240.0,64.0,18.0,4.0,5.0
LIH,-670.0,0.0,2.0,1836.0,0.0,713.0,0.0,617.0,871,2014,9,599.0,255.0,8.0,4.0,2.0,,1.0
MCI,17356.0,43.0,3.0,11804.0,668.0,5462.0,87.0,14024.0,3597,2014,9,2108.0,1298.0,91.0,36.0,12.0,3.0,3.0
MCO,17787.0,32.0,26.0,24758.0,1008.0,14235.0,47.0,22618.0,7674,2014,9,4842.0,2469.0,216.0,50.0,22.0,9.0,8.0
MIA,1523.0,26.0,16.0,21005.0,1254.0,9627.0,76.0,11430.0,6219,2014,9,4156.0,1832.0,136.0,28.0,11.0,6.0,8.0
MKE,11187.0,129.0,2.0,8149.0,353.0,4857.0,0.0,10272.0,2678,2014,9,1526.0,910.0,77.0,20.0,13.0,1.0,
MSY,3306.0,16.0,2.0,8604.0,466.0,2500.0,0.0,8791.0,2966,2014,9,2016.0,836.0,67.0,18.0,9.0,1.0,1.0
OGG,392.0,4.0,2.0,4471.0,0.0,1470.0,6.0,2096.0,1718,2014,9,1169.0,507.0,21.0,7.0,5.0,1.0,2.0
OKC,12317.0,26.0,3.0,6259.0,280.0,3593.0,41.0,7227.0,1750,2014,9,931.0,707.0,65.0,12.0,3.0,1.0,2.0
ONT,9861.0,10.0,1.0,4357.0,293.0,1481.0,15.0,8076.0,1670,2014,9,945.0,649.0,51.0,10.0,3.0,,1.0
ORD,255814.0,1780.0,78.0,60377.0,13169.0,198063.0,350.0,118588.0,24905,2014,9,13180.0,7770.0,1257.0,451.0,198.0,93.0,98.0
ORF,4673.0,23.0,1.0,4022.0,190.0,1741.0,0.0,3733.0,1028,2014,9,587.0,371.0,32.0,10.0,4.0,,
PDX,14071.0,16.0,1.0,10968.0,935.0,5357.0,264.0,14640.0,4191,2014,9,2577.0,1431.0,118.0,31.0,7.0,7.0,3.0
PHL,16012.0,38.0,4.0,17437.0,1967.0,19618.0,43.0,12777.0,5822,2014,9,3660.0,1861.0,183.0,54.0,13.0,6.0,3.0
PHX,26838.0,100.0,56.0,31328.0,2815.0,17276.0,877.0,35441.0,12132,2014,9,7633.0,3921.0,275.0,86.0,37.0,11.0,13.0
PNS,2151.0,3.0,0.0,1674.0,245.0,1051.0,0.0,1810.0,640,2014,9,394.0,218.0,19.0,5.0,,1.0,
RDU,7284.0,26.0,5.0,8221.0,631.0,4609.0,89.0,8844.0,3044,2014,9,1913.0,987.0,84.0,18.0,8.0,3.0,
RNO,6671.0,13.0,3.0,3462.0,278.0,1214.0,0.0,5643.0,1184,2014,9,692.0,420.0,38.0,14.0,1.0,2.0,1.0
RSW,2779.0,11.0,3.0,5030.0,346.0,2041.0,29.0,3055.0,1322,2014,9,833.0,427.0,36.0,9.0,1.0,,2.0
SAN,17136.0,48.0,4.0,15561.0,1394.0,7308.0,98.0,21283.0,6228,2014,9,3898.0,2055.0,164.0,48.0,7.0,1.0,3.0
SAT,11787.0,10.0,4.0,9510.0,740.0,3308.0,0.0,9220.0,2688,2014,9,1626.0,935.0,83.0,24.0,4.0,2.0,
SDF,8297.0,29.0,0.0,4648.0,429.0,2541.0,0.0,5596.0,1206,2014,9,706.0,407.0,36.0,16.0,9.0,2.0,1.0
SEA,10113.0,25.0,13.0,22604.0,1566.0,12084.0,90.0,27882.0,9314,2014,9,6019.0,2973.0,188.0,46.0,22.0,18.0,10.0
SFO,117435.0,200.0,15.0,33162.0,4120.0,93785.0,516.0,61126.0,13871,2014,9,7692.0,4878.0,790.0,208.0,59.0,22.0,7.0
SJC,11099.0,21.0,4.0,8031.0,926.0,2746.0,0.0,13120.0,3534,2014,9,2239.0,1152.0,81.0,23.0,9.0,5.0,
SJU,-1697.0,4.0,2.0,4385.0,373.0,2411.0,10.0,1460.0,1662,2014,9,1128.0,492.0,31.0,2.0,2.0,,1.0
SLC,-16496.0,31.0,9.0,19532.0,1345.0,7318.0,112.0,22157.0,9108,2014,9,6671.0,2141.0,173.0,46.0,16.0,8.0,13.0
SMF,14378.0,24.0,2.0,7963.0,788.0,2590.0,15.0,14135.0,3455,2014,9,2052.0,1263.0,74.0,31.0,7.0,1.0,1.0
SNA,5229.0,26.0,3.0,6381.0,638.0,2875.0,92.0,8253.0,3243,2014,9,2085.0,1054.0,58.0,10.0,3.0,3.0,1.0
STL,15857.0,31.0,13.0,11989.0,853.0,6514.0,136.0,17105.0,4322,2014,9,2662.0,1441.0,121.0,38.0,11.0,3.0,2.0
TPA,5147.0,21.0,7.0,13332.0,855.0,6691.0,59.0,12796.0,4572,2014,9,2995.0,1395.0,110.0,29.0,7.0,4.0,4.0
TUS,6662.0,6.0,8.0,4270.0,76.0,1546.0,0.0,5598.0,1247,2014,9,740.0,439.0,36.0,12.0,4.0,1.0,1.0
ABQ,10870.0,16.0,5.0,6760.0,170.0,2413.0,17.0,7820.0,2020,2014,9,1132.0,780.0,68.0,13.0,5.0,1.0,
BDL,2578.0,16.0,0.0,4914.0,673.0,2484.0,161.0,5122.0,1665,2014,9,1099.0,478.0,52.0,13.0,6.0,,1.0
COS,6101.0,10.0,3.0,3193.0,373.0,1462.0,0.0,4041.0,786,2014,9,437.0,286.0,32.0,14.0,2.0,1.0,1.0
DAY,4086.0,25.0,0.0,2298.0,30.0,1568.0,0.0,3488.0,778,2014,9,457.0,256.0,30.0,5.0,4.0,1.0,
DSM,4711.0,23.0,2.0,2859.0,268.0,1965.0,0.0,3074.0,790,2014,9,450.0,272.0,33.0,6.0,4.0,,
FLL,8807.0,18.0,6.0,10589.0,755.0,8734.0,42.0,10973.0,4065,2014,9,2478.0,1435.0,92.0,26.0,5.0,4.0,1.0
LIT,8861.0,27.0,2.0,5090.0,279.0,2789.0,0.0,4468.0,1126,2014,9,606.0,435.0,41.0,11.0,3.0,,1.0
MEM,7394.0,25.0,4.0,4816.0,477.0,3167.0,0.0,4744.0,1261,2014,9,740.0,421.0,51.0,15.0,4.0,1.0,
MFE,2898.0,6.0,2.0,1226.0,117.0,811.0,0.0,1652.0,361,2014,9,209.0,126.0,10.0,7.0,,,1.0
MSP,-368.0,81.0,2.0,24908.0,2010.0,10786.0,73.0,21593.0,8851,2014,9,6101.0,2396.0,172.0,49.0,25.0,10.0,15.0
STT,-158.0,0.0,0.0,648.0,0.0,74.0,0.0,233.0,177,2014,9,131.0,43.0,2.0,,1.0,,
TUL,11812.0,27.0,2.0,5921.0,370.0,2589.0,28.0,7249.0,1450,2014,9,768.0,572.0,50.0,19.0,10.0,2.0,
BHM,8488.0,16.0,0.0,4726.0,1318.0,2032.0,0.0,4464.0,1128,2014,9,647.0,402.0,46.0,15.0,1.0,,1.0
CLE,11217.0,48.0,9.0,9401.0,396.0,5079.0,24.0,16429.0,2856,2014,9,1822.0,825.0,92.0,30.0,17.0,6.0,7.0
FAT,3100.0,4.0,1.0,2090.0,11.0,707.0,20.0,3146.0,756,2014,9,457.0,261.0,25.0,7.0,1.0,,
HSV,2669.0,11.0,0.0,1541.0,222.0,1159.0,0.0,1781.0,551,2014,9,329.0,189.0,14.0,4.0,4.0,,
JAC,1628.0,0.0,0.0,1205.0,25.0,476.0,0.0,1222.0,315,2014,9,188.0,113.0,11.0,2.0,,1.0,
OMA,7503.0,29.0,1.0,5429.0,497.0,2592.0,0.0,5043.0,1538,2014,9,905.0,528.0,57.0,9.0,9.0,,
PIT,5739.0,23.0,3.0,7623.0,414.0,2904.0,0.0,7452.0,2292,2014,9,1467.0,712.0,55.0,19.0,9.0,2.0,2.0
RIC,6539.0,30.0,0.0,4569.0,244.0,2771.0,0.0,5769.0,1332,2014,9,776.0,457.0,51.0,13.0,4.0,1.0,
STX,140.0,0.0,0.0,337.0,0.0,56.0,20.0,30.0,60,2014,9,43.0,16.0,,,,1.0,
XNA,7837.0,22.0,0.0,3254.0,288.0,2800.0,23.0,4144.0,814,2014,9,407.0,334.0,37.0,9.0,4.0,1.0,
EGE,197.0,0.0,0.0,71.0,0.0,8.0,0.0,201.0,30,2014,9,18.0,10.0,2.0,,,,
PBI,3837.0,4.0,2.0,4462.0,240.0,3401.0,38.0,2628.0,1269,2014,9,735.0,481.0,38.0,5.0,1.0,,3.0
PSP,1379.0,5.0,0.0,1163.0,165.0,451.0,23.0,2260.0,678,2014,9,416.0,235.0,18.0,2.0,2.0,,
ADK,-46.0,1.0,0.0,53.0,0.0,6.0,0.0,0.0,8,2014,9,5.0,2.0,,,,,
ADQ,-161.0,1.0,0.0,65.0,19.0,7.0,0.0,46.0,51,2014,9,41.0,8.0,1.0,,,,
BET,-172.0,0.0,0.0,20.0,37.0,4.0,0.0,207.0,82,2014,9,64.0,16.0,2.0,,,,
BLI,4.0,0.0,2.0,115.0,0.0,152.0,0.0,95.0,55,2014,9,34.0,17.0,2.0,,,,
BRW,118.0,2.0,1.0,12.0,21.0,50.0,0.0,214.0,78,2014,9,35.0,38.0,2.0,,,,
BUR,6754.0,27.0,2.0,3672.0,170.0,1015.0,15.0,7878.0,1746,2014,9,1096.0,571.0,31.0,12.0,2.0,5.0,
CDV,977.0,0.0,0.0,222.0,0.0,138.0,0.0,775.0,60,2014,9,31.0,23.0,5.0,,,,1.0
CRP,6308.0,14.0,1.0,2236.0,195.0,1071.0,0.0,3699.0,564,2014,9,280.0,231.0,21.0,12.0,4.0,,1.0
FAI,625.0,2.0,0.0,626.0,0.0,192.0,0.0,199.0,169,2014,9,91.0,70.0,4.0,2.0,,,
GEG,2886.0,0.0,1.0,2685.0,0.0,504.0,0.0,2665.0,756,2014,9,466.0,253.0,27.0,8.0,,,1.0
JNU,1865.0,2.0,10.0,1482.0,149.0,454.0,27.0,881.0,338,2014,9,194.0,119.0,8.0,4.0,,,1.0
KTN,1035.0,0.0,4.0,711.0,431.0,119.0,0.0,305.0,201,2014,9,112.0,76.0,5.0,3.0,1.0,,
OAK,19358.0,45.0,0.0,9380.0,267.0,3491.0,10.0,17607.0,3631,2014,9,2103.0,1341.0,92.0,30.0,9.0,11.0,
OME,38.0,0.0,0.0,4.0,0.0,20.0,13.0,289.0,60,2014,9,42.0,15.0,2.0,1.0,,,
OTZ,274.0,0.0,1.0,253.0,0.0,35.0,0.0,89.0,60,2014,9,30.0,26.0,3.0,,,,
PSG,297.0,3.0,0.0,56.0,0.0,75.0,0.0,498.0,60,2014,9,35.0,18.0,3.0,,1.0,,
SCC,210.0,1.0,1.0,95.0,0.0,71.0,0.0,286.0,78,2014,9,38.0,36.0,2.0,,,,
SIT,178.0,2.0,1.0,184.0,29.0,149.0,0.0,265.0,98,2014,9,62.0,30.0,1.0,2.0,,,
WRG,586.0,1.0,3.0,128.0,283.0,21.0,0.0,381.0,60,2014,9,29.0,21.0,5.0,,1.0,,
YAK,784.0,0.0,0.0,105.0,19.0,126.0,0.0,790.0,60,2014,9,33.0,22.0,3.0,1.0,,,1.0
ACK,-420.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,55,2014,9,47.0,6.0,,,,,
